Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
420,An increase in museum subscription directly leads to more exhibit knowledge during audio tours.,No,An increase in museum subscription leads to more audio tours and an increase in audio tours leads to more exhibit knowledge.,Yes,B_A,museum subscription,audio tours,exhibit knowledge
421,An increase in chef stipend directly leads to more station familiarity during kitchen shifts.,No,An increase in chef stipend leads to more kitchen shifts and an increase in kitchen shifts leads to more station familiarity.,Yes,B_A,chef stipend,kitchen shifts,station familiarity
422,An increase in mentor budget directly leads to more draft cohesion during review meetings.,No,An increase in mentor budget leads to more review meetings and an increase in review meetings leads to more draft cohesion.,Yes,B_A,mentor budget,review meetings,draft cohesion
423,An increase in astronomy tickets directly leads to more constellation recall during night watches.,No,An increase in astronomy tickets leads to more night watches and an increase in night watches leads to more constellation recall.,Yes,B_A,astronomy tickets,night watches,constellation recall
424,An increase in lecture tickets directly leads to more concept recall during seminar visits.,No,An increase in lecture tickets leads to more seminar visits and an increase in seminar visits leads to more concept recall.,Yes,B_A,lecture tickets,seminar visits,concept recall
425,An increase in harbor passes directly leads to more stroke rhythm during rowing outings.,No,An increase in harbor passes leads to more rowing outings and an increase in rowing outings leads to more stroke rhythm.,Yes,B_A,harbor passes,rowing outings,stroke rhythm
426,An increase in advisor slots directly leads to more direction certainty during planning chats.,No,An increase in advisor slots leads to more planning chats and an increase in planning chats leads to more direction certainty.,Yes,B_A,advisor slots,planning chats,direction certainty
427,An increase in gallery hours directly leads to more proportion sense during sketch walks.,No,An increase in gallery hours leads to more sketch walks and an increase in sketch walks leads to more proportion sense.,Yes,B_A,gallery hours,sketch walks,proportion sense
428,An increase in kitchen access directly leads to more flavor judgment during tasting rounds.,No,An increase in kitchen access leads to more tasting rounds and an increase in tasting rounds leads to more flavor judgment.,Yes,B_A,kitchen access,tasting rounds,flavor judgment
429,An increase in clinic scheduling directly leads to more prevention insight during screening rounds.,No,An increase in clinic scheduling leads to more screening rounds and an increase in screening rounds leads to more prevention insight.,Yes,B_A,clinic scheduling,screening rounds,prevention insight
430,An increase in field funding directly leads to more coverage breadth during survey outings.,No,An increase in field funding leads to more survey outings and an increase in survey outings leads to more coverage breadth.,Yes,B_A,field funding,survey outings,coverage breadth
431,An increase in studio booking directly leads to more posture steadiness during dance sequences.,No,An increase in studio booking leads to more dance sequences and an increase in dance sequences leads to more posture steadiness.,Yes,B_A,studio booking,dance sequences,posture steadiness
432,An increase in lab staffing directly leads to more instrument accuracy during calibration runs.,No,An increase in lab staffing leads to more calibration runs and an increase in calibration runs leads to more instrument accuracy.,Yes,B_A,lab staffing,calibration runs,instrument accuracy
433,An increase in archive permits directly leads to more reference precision during source reviews.,No,An increase in archive permits leads to more source reviews and an increase in source reviews leads to more reference precision.,Yes,B_A,archive permits,source reviews,reference precision
434,An increase in route signage directly leads to more timing consistency during delivery loops.,No,An increase in route signage leads to more delivery loops and an increase in delivery loops leads to more timing consistency.,Yes,B_A,route signage,delivery loops,timing consistency
435,An increase in studio rentals directly leads to more tone stability during voice sessions.,No,An increase in studio rentals leads to more voice sessions and an increase in voice sessions leads to more tone stability.,Yes,B_A,studio rentals,voice sessions,tone stability
436,An increase in dock quotas directly leads to more steering confidence during paddle trips.,No,An increase in dock quotas leads to more paddle trips and an increase in paddle trips leads to more steering confidence.,Yes,B_A,dock quotas,paddle trips,steering confidence
