Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
313,An increase in bakery cake orders leads to an increase in refrigerator shortages during wedding season.,No,An increase in wedding season leads to an increase in both bakery cake orders and refrigerator shortages.,Yes,B_A,bakery cake orders,refrigerator shortages,wedding season
314,An increase in smart lock purchases leads to an increase in tech support tickets during home security awareness month.,No,An increase in home security awareness month leads to an increase in both smart lock purchases and tech support tickets.,Yes,B_A,smart lock purchases,tech support tickets,home security awareness month
315,An increase in champagne sales leads to an increase in police patrols during new year eve.,No,An increase in new year eve leads to an increase in both champagne sales and police patrols.,Yes,B_A,champagne sales,police patrols,new year eve
316,An increase in portable grill sales leads to an increase in smoke alarm triggers during backyard barbecue festival.,No,An increase in backyard barbecue festival leads to an increase in both portable grill sales and smoke alarm triggers.,Yes,B_A,portable grill sales,smoke alarm triggers,backyard barbecue festival
317,An increase in camping tent sales leads to an increase in forest fire warnings during midsummer camping festival.,No,An increase in midsummer camping festival leads to an increase in both camping tent sales and forest fire warnings.,Yes,B_A,camping tent sales,forest fire warnings,midsummer camping festival
318,An increase in solar backpack sales leads to an increase in battery disposal reports during green tech fair.,No,An increase in green tech fair leads to an increase in both solar backpack sales and battery disposal reports.,Yes,B_A,solar backpack sales,battery disposal reports,green tech fair
319,An increase in lantern purchases leads to an increase in park closure notices during lantern festival.,No,An increase in lantern festival leads to an increase in both lantern purchases and park closure notices.,Yes,B_A,lantern purchases,park closure notices,lantern festival
320,An increase in meditation bell sales leads to an increase in hall scheduling conflicts during spiritual retreat.,No,An increase in spiritual retreat leads to an increase in both meditation bell sales and hall scheduling conflicts.,Yes,B_A,meditation bell sales,hall scheduling conflicts,spiritual retreat
321,An increase in cricket bat sales leads to an increase in rail congestion during national cricket finals.,No,An increase in national cricket finals leads to an increase in both cricket bat sales and rail congestion.,Yes,B_A,cricket bat sales,rail congestion,national cricket finals
322,An increase in 3D printer sales leads to an increase in filament shortage notices during makers convention.,No,An increase in makers convention leads to an increase in both 3D printer sales and filament shortage notices.,Yes,B_A,3D printer sales,filament shortage notices,makers convention
323,An increase in ice cream sales leads to an increase in litter patrols during seaside carnival.,No,An increase in seaside carnival leads to an increase in both ice cream sales and litter patrols.,Yes,B_A,ice cream sales,litter patrols,seaside carnival
324,An increase in board game cafe visits leads to an increase in table shortage complaints during gaming culture.,No,An increase in gaming culture leads to an increase in both board game cafe visits and table shortage complaints.,Yes,B_A,board game cafe visits,table shortage complaints,gaming culture
325,An increase in opera ticket sales leads to an increase in valet parking shortages during cultural arts.,No,An increase in cultural arts leads to an increase in both opera ticket sales and valet parking shortages.,Yes,B_A,opera ticket sales,valet parking shortages,cultural arts
326,An increase in electric scooter helmet sales leads to an increase in training accident reports during mobility.,No,An increase in mobility leads to an increase in both electric scooter helmet sales and training accident reports.,Yes,B_A,electric scooter helmet sales,training accident reports,mobility
327,An increase in face paint purchases leads to an increase in crowd injuries during street carnival.,No,An increase in street carnival leads to an increase in both face paint purchases and crowd injuries.,Yes,B_A,face paint purchases,crowd injuries,street carnival
328,An increase in reusable straw sales leads to an increase in dishwasher jam reports during plastic-free.,No,An increase in plastic-free leads to an increase in both reusable straw sales and dishwasher jam reports.,Yes,B_A,reusable straw sales,dishwasher jam reports,plastic-free
329,An increase in electric guitar sales leads to an increase in noise ordinance fines during rock concert.,No,An increase in rock concert leads to an increase in both electric guitar sales and noise ordinance fines.,Yes,B_A,electric guitar sales,noise ordinance fines,rock concert
330,An increase in plant-based burger sales leads to an increase in grease trap cleanings during vegan food.,No,An increase in vegan food leads to an increase in both plant-based burger sales and grease trap cleanings.,Yes,B_A,plant-based burger sales,grease trap cleanings,vegan food
331,An increase in air ticket bookings leads to an increase in lost baggage claims during pilgrimage season.,No,An increase in pilgrimage season leads to an increase in both air ticket bookings and lost baggage claims.,Yes,B_A,air ticket bookings,lost baggage claims,pilgrimage season
